Price,Close,High,Low,Open,Volume
Ticker,MEDIASSIST.NS,MEDIASSIST.NS,MEDIASSIST.NS,MEDIASSIST.NS,MEDIASSIST.NS
Date,,,,,
2024-01-23,461.28515625,514.8582370072284,442.30099511238734,457.21001741954643,16154100
2024-01-24,452.14093017578125,476.93961533415313,449.30820995608514,467.0996669737458,2599376
2024-01-25,461.4839172363281,463.96875424563956,427.9386176106236,453.1348709515383,1854715
2024-01-29,448.5627746582031,471.07542272392556,444.33855164942275,464.16756355304415,939452
2024-01-30,447.37005615234375,448.5130750971752,433.4549690579161,448.5130750971752,1036781
2024-01-31,455.96759033203125,459.8936449321885,441.8040194061861,448.16519607129715,960173
2024-02-01,472.3675231933594,478.0826484082186,447.76763639896564,457.1106176402387,1145404
2024-02-02,483.05230712890625,486.97836167580704,472.11902445726435,478.2814322779101,905769
2024-02-05,522.0642700195312,529.7672649603239,487.02806722431285,489.66198846015163,1808132
2024-02-06,520.9212036132812,556.3550034448006,513.367323410879,541.694465167336,1007735
2024-02-07,524.797607421875,539.0108638232235,512.1249379244717,521.8158028342507,504433
2024-02-08,544.3284301757812,548.3538540766318,524.7975866344772,524.7975866344772,614528
2024-02-09,520.076416015625,550.1926301707791,513.2679864837972,550.0932609506674,675982
2024-02-12,494.8304443359375,523.7042683639443,469.13722378864344,523.7042683639443,397824
2024-02-13,511.9757995605469,536.4266324381384,485.48747310769795,486.97837533200357,759109
2024-02-14,485.2389831542969,501.93707571847267,473.1129664197881,498.75647221459013,481066
2024-02-15,505.11767578125,508.89461587545753,469.6341914085033,491.55044154124033,434641
2024-02-16,490.5565185546875,510.4352149658994,471.57238774796696,499.9492147419785,760855
2024-02-19,471.7711486816406,491.3019615149668,469.1372275173723,491.00379320674136,378025
2024-02-20,486.5310974121094,489.4632172823157,455.9676015072628,473.1129772587621,551661
2024-02-21,509.3916015625,514.7091286494092,482.8038447980183,489.0159375,852098
2024-02-22,507.95037841796875,516.8461072037967,495.37710899191154,507.5031259477633,232300
2024-02-23,510.6340026855469,514.5103726653505,499.50192081030923,511.82673657663764,215022
2024-02-26,509.9879150390625,534.7369155059756,499.0546627125009,499.0546627125009,786285
2024-02-27,512.77099609375,520.4739909215562,490.6062314865082,509.9879300756014,343575
2024-02-28,510.7333679199219,541.1478089134107,500.39648249593046,524.7478848673516,908672
2024-02-29,510.0873718261719,517.7406822242424,493.38924832105903,507.45342023519055,404284
2024-03-01,506.7576599121094,515.8521571950046,504.02433923333047,515.8521571950046,346099
2024-03-04,505.9128112792969,512.8206702460643,495.9734633170317,512.8206702460643,137444
2024-03-05,502.2352600097656,505.5152631648687,488.32017231928745,500.8437573072146,312015
2024-03-06,498.40863037109375,501.9370868685624,485.0401948353633,501.9370868685624,159872
2024-03-07,496.8183288574219,505.6643427425891,491.5007714716665,497.0668125639293,194706
2024-03-11,488.61834716796875,499.40254566927194,474.2062927620059,496.8183091575683,155558
2024-03-12,472.9638977050781,487.92260485160676,469.6838945472872,487.02806956583976,197601
2024-03-13,451.5445861816406,479.2753925144963,442.797971712898,474.8523703385792,490707
2024-03-14,446.7239990234375,457.209998819901,442.8476291152829,445.28278145938185,163160
2024-03-15,454.0294189453125,457.21002253945005,442.3506846739244,446.72402219898447,113732
2024-03-18,456.1663818359375,464.5651125720399,441.207645118027,455.86818320086485,320312
2024-03-19,453.0851745605469,471.3735684069396,444.53732940433053,463.024522339291,189817
2024-03-20,448.4634094238281,458.65124147664517,445.08400672080893,449.8051971843095,124561
2024-03-21,461.98089599609375,464.1675647510408,451.59429524130485,455.12275174828176,311055
2024-03-22,477.1383972167969,481.11413648853767,455.22214661431923,455.22214661431923,168586
2024-03-26,483.3504943847656,486.97838077041087,467.44753714790744,477.0887171057462,131726
2024-03-27,494.880126953125,504.4715916310337,483.0523089928421,483.0523089928421,167058
2024-03-28,502.5831298828125,506.90675236655323,488.2704747060182,492.09712978547805,128045
2024-04-01,505.9624938964844,508.89461366681553,494.97952657436355,500.9431353282715,196231
2024-04-02,491.60015869140625,510.435204972794,489.2147212352587,500.8934551482039,140723
2024-04-03,493.1407470703125,502.8813263516137,482.75414656521775,490.506825905503,641297
2024-04-04,518.13818359375,521.8157543766353,490.60620865755766,490.7056082010782,437666
2024-04-05,553.1743774414062,560.579203521626,518.8836282898174,518.8836282898174,740471
2024-04-08,528.3260498046875,550.5902143912542,521.815788763583,550.5902143912542,203745
2024-04-09,524.6981811523438,535.4326643676608,512.9697025175905,533.4447948587145,158978
2024-04-10,523.7042846679688,545.6205354726554,516.8957947033143,531.7551325015378,145111
2024-04-12,506.7576599121094,541.4956627029193,502.43403749918076,516.0012716798332,215214
2024-04-15,496.6195068359375,505.3661511007554,480.41838205246955,496.9673900754868,175453
2024-04-16,495.6255798339844,506.01221058255965,491.0534737070402,491.10318864631734,104188
2024-04-18,489.3140869140625,506.9067448994482,487.02804902103844,493.88619303259327,146577
2024-04-19,480.5674743652344,491.9977245311086,477.3371862748786,480.31899066597623,334314
2024-04-22,481.66082763671875,489.01593935730335,476.24387064702336,485.9347352989211,123802
2024-04-23,480.6668701171875,492.4450034355465,478.08263359880556,488.86683212797783,137971
2024-04-24,499.1540832519531,503.4279908836182,477.6850848792646,492.39530821532844,220989
2024-04-25,501.1419372558594,505.91281215299273,492.54437698766606,504.07402671030155,125915
2024-04-26,505.56494140625,506.9067594831433,482.80384003713107,505.6643409549983,230704
2024-04-29,516.9454956054688,535.4327203713204,499.1043830960716,500.94316865067117,239037
2024-04-30,506.70794677734375,519.0824471183277,503.9249414820337,516.8957784345249,127710
2024-05-02,503.72613525390625,511.72729811393725,498.1104098035598,506.7576545377091,189038
2024-05-03,508.9443054199219,516.6969847758706,500.04860710325397,500.04860710325397,104110
2024-05-06,504.322509765625,515.8521594735339,494.4328767382136,508.94430050366014,91808
2024-05-07,503.5770568847656,509.2922122778814,494.5819591397188,509.2922122778814,81253
2024-05-08,491.6995544433594,507.3540274398992,491.00378795496454,506.85706004318365,135734
2024-05-09,484.8414001464844,500.3467896315131,482.6050467688115,499.054686479629,71929
2024-05-10,482.0086975097656,489.6619773356415,478.43052613270834,487.77350726600895,65702
2024-05-13,481.4620056152344,484.0462421325412,475.5977964279691,481.958973009621,38614
2024-05-14,490.0595397949219,494.9795291757462,479.1759719613304,479.1759719613304,44978
2024-05-15,489.06561279296875,496.07287142682117,486.03412374513863,490.0595476063535,248810
2024-05-16,484.0462646484375,516.8461142036704,481.11414475217305,516.7964295949137,334252
2024-05-17,486.332275390625,494.18438441327663,483.0523027518461,484.7916886156645,346672
2024-05-21,510.1867370605469,540.0544666249348,508.3976664961931,526.785460885596,955636
2024-05-22,503.8752746582031,516.8461120684663,498.9552851122502,516.8461120684663,180889
2024-05-23,493.091064453125,504.86919799771385,489.9104609336427,499.50192576702705,170655
2024-05-24,495.22802734375,505.16737560955534,491.9977391573633,493.98560881052435,311581
2024-05-27,490.75531005859375,500.9928264189747,488.02198934434335,496.967402590981,92107
2024-05-28,486.1335144042969,498.95526719602486,482.9529109266279,498.95526719602486,173605
2024-05-29,489.86077880859375,492.9916674040381,479.57354742429106,486.3820069619927,87771
2024-05-30,488.817138671875,499.2534544169973,484.94079889018354,484.94079889018354,104270
2024-05-31,488.4692687988281,494.7310458956544,480.0705076194899,482.55534461544994,80644
2024-06-03,471.02569580078125,509.39158515927386,466.95055705301047,509.39158515927386,256001
2024-06-04,447.9167175292969,477.0887103649859,435.24404866022695,477.0887103649859,230168
2024-06-05,482.4559631347656,484.0462649382258,445.2828063497437,452.2403501989584,329221
2024-06-06,509.73944091796875,515.8024796326785,496.967402928688,506.9067509872617,451977
2024-06-07,507.8013000488281,516.8461130944783,504.96857970864045,514.8085588200802,132195
2024-06-10,534.8363037109375,540.2035760183207,509.68976483516644,509.68976483516644,365446
2024-06-11,537.1223754882812,567.5367552700421,533.7926576004154,540.6508317987361,688665
2024-06-12,561.1258544921875,580.3585284240628,541.2968439725641,545.6701811659267,825593
2024-06-13,551.1865234375,583.3900347695467,544.825377206146,571.5125019439788,408041
2024-06-14,557.7465209960938,571.0652105281204,543.732004326431,551.0871458975985,248218
2024-06-18,570.5682373046875,589.30394394476,568.7791668682388,576.4324766593974,479933
2024-06-19,586.4712524414062,592.434861605793,572.5064797811278,572.5064797811278,344421
2024-06-20,582.1973266601562,594.9693649593984,577.6252507082403,590.3972890074824,133122
2024-06-21,579.513671875,601.3305528253766,575.2397643763417,583.1415581538997,296482
2024-06-24,581.203369140625,590.3475813524445,575.8360970022843,583.8373206032296,147524
2024-06-25,585.1294555664062,597.7524402348243,582.5451885696217,589.4033632682413,283884
2024-06-26,567.5864868164062,590.2979346522038,562.0204758943778,586.4215644517049,229356
2024-06-27,552.2301635742188,579.414317391179,550.5902075147104,571.1149252174223,158045
2024-06-28,545.918701171875,562.7659085435818,522.809716552401,555.4107665922569,697280
2024-07-01,555.2119750976562,571.5125306732814,540.7502353675259,551.6338339542107,148610
2024-07-02,560.8276977539062,571.512496603449,552.0313992460824,557.5974097296258,115552
2024-07-03,550.09326171875,565.9962195168747,544.8751036912404,556.7526374297087,132354
2024-07-04,536.7247924804688,552.4289502015338,532.798737883961,552.4289502015338,99551
2024-07-05,537.7684326171875,547.9562647190069,531.6060244811422,536.8241823869521,180007
2024-07-08,530.5126953125,547.161103081089,526.7854398419204,537.7684071622352,103268
2024-07-09,525.890869140625,540.7005216654627,521.8157607984705,540.7005216654627,251657
2024-07-10,521.6170043945312,550.3417462246302,508.04979957002075,525.8909121759207,360614
2024-07-11,561.0264892578125,573.4506737986226,511.87640308137514,521.1199842467452,353499
2024-07-12,549.5962524414062,563.4616548489311,544.6762631142245,563.4616548489311,140050
2024-07-15,542.092041015625,547.7574206014999,519.3805954073891,546.6641166342168,206717
2024-07-16,538.4144897460938,553.6216799529205,535.6811690641,546.4156527003915,94782
2024-07-18,543.3841552734375,555.0132043091983,535.8302145615497,541.1478020229052,122826
2024-07-19,554.6156005859375,560.0325572049398,528.7732966159834,544.0799163103263,189006
2024-07-22,552.5780639648438,565.4992163595089,538.2653785847668,551.6338137722404,128863
2024-07-23,539.955078125,560.827708848654,530.7611812586287,560.827708848654,97376
2024-07-24,569.0276489257812,571.5124858206536,538.9114378929204,546.6641168719297,117597
2024-07-25,561.32470703125,567.2883161364957,553.7210811560742,554.6156467878486,70092
2024-07-26,577.0288696289062,580.7064407361814,554.2677977816602,561.324711006861,115686
2024-07-29,573.0531005859375,579.6627913155106,562.567100509782,576.4821878015434,89220
2024-07-30,581.9488525390625,589.4033638867021,563.1137750676994,581.3525158972387,147465
2024-07-31,595.46630859375,601.2808635158964,576.9791457604354,581.501536923239,387636
2024-08-01,598.5972290039062,617.2335063701549,567.6858812117414,601.7778324740724,464666
2024-08-02,579.1161499023438,594.2239107064595,576.0349155466608,591.3912207219296,127741
2024-08-05,543.6823120117188,571.5124852042748,538.7126382273337,566.5428114198897,278487
2024-08-06,519.6787719726562,556.5537884623943,513.8642778146273,544.8253702700242,181057
2024-08-07,530.0654296875,545.620533954407,526.8848261166187,527.481223410203,196131
2024-08-08,536.476318359375,544.4277969084718,526.7854538776633,526.7854538776633,355102
2024-08-09,526.1890869140625,541.8435594050093,522.0642333885578,536.7247711181745,127181
2024-08-12,534.4387817382812,539.9054234210581,521.6666824986305,521.6666824986305,91907
2024-08-13,539.5574951171875,548.6520230257204,536.3769522113311,548.6520230257204,100522
2024-08-14,530.413330078125,540.6508463811199,521.36848700269,536.3271936038348,151171
2024-08-16,556.4544067382812,571.512544123345,535.4327208621173,536.7248240462718,248496
2024-08-19,558.740478515625,566.5428425194234,537.8181022028906,556.4046953097668,122094
2024-08-20,537.370849609375,562.6167559898702,534.9853819311561,559.5852671198159,118569
2024-08-21,545.12353515625,548.4035077547309,536.7247742411504,541.6944480767165,70915
2024-08-22,562.5670776367188,574.4942948304301,547.707740749894,551.5344259985212,195383
2024-08-23,566.5428466796875,572.5064555921052,558.1440853283724,568.5307163171601,101583
2024-08-26,558.3428955078125,579.9609782444301,549.8944493808585,576.482206309802,137895
2024-08-27,603.2190551757812,635.1243380315685,592.3851415756101,616.2395768068427,3324290
2024-08-28,590.645751953125,601.7281491838186,586.8191272582033,601.0820673010558,430900
2024-08-29,581.99853515625,592.7330193271139,577.5755129721298,591.3912315551191,161349
2024-08-30,586.4712524414062,591.3912421350192,579.0664255959655,581.9985455681161,169790
2024-09-02,614.1026000976562,625.6819649379513,598.8954095879956,607.2444862852433,445236
2024-09-03,607.8905029296875,643.87095503077,597.3548182547418,636.1182756789264,1984394
2024-09-04,674.6829223632812,694.2634498315374,608.8844272254954,610.1765909826371,3009412
2024-09-05,655.5,675.8756633813495,651.0769780110554,675.8756633813495,631579
2024-09-06,644.9500122070312,667.5499877929688,641.5499877929688,654.5,428598
2024-09-09,648.0499877929688,666.0,642.75,644.9500122070312,625824
2024-09-10,645.9500122070312,659.9000244140625,643.0,647.8499755859375,258455
2024-09-11,666.5499877929688,676.5499877929688,652.0,652.0499877929688,619618
2024-09-12,667.7000122070312,677.3499755859375,665.0,676.5499877929688,291397
2024-09-13,655.7000122070312,690.75,634.9500122070312,674.5,4727988
2024-09-16,692.9000244140625,716.1500244140625,660.0,660.0,967735
2024-09-17,676.5499877929688,692.0,673.4500122070312,692.0,306042
2024-09-18,662.9000244140625,684.2999877929688,656.9500122070312,676.5999755859375,318777
2024-09-19,669.0499877929688,675.9500122070312,641.5499877929688,664.5499877929688,290821
2024-09-20,683.2999877929688,694.0,665.9000244140625,672.5,364475
2024-09-23,677.7999877929688,693.8499755859375,675.0,693.8499755859375,209823
2024-09-24,656.4500122070312,684.0,652.2999877929688,684.0,311113
2024-09-25,655.6500244140625,662.0,648.5999755859375,658.0,150211
2024-09-26,636.5499877929688,659.4000244140625,622.2999877929688,659.4000244140625,296168
2024-09-27,640.9000244140625,645.2000122070312,618.5499877929688,642.2999877929688,302901
2024-09-30,659.75,664.9500122070312,640.8499755859375,646.0,233955
2024-10-01,662.9500122070312,678.0,659.2000122070312,660.0,175703
2024-10-03,645.6500244140625,652.0,625.0,625.0,639449
2024-10-04,637.5999755859375,649.5999755859375,627.75,645.0,226851
2024-10-07,621.9000244140625,646.1500244140625,617.0,632.0,194971
2024-10-08,644.4500122070312,646.9500122070312,619.0,621.9000244140625,204117
2024-10-09,667.1500244140625,672.7000122070312,640.7999877929688,642.0499877929688,222844
2024-10-10,660.1500244140625,676.9500122070312,655.4000244140625,662.6500244140625,113271
2024-10-11,668.25,673.8499755859375,660.1500244140625,660.2000122070312,113852
2024-10-14,684.5,689.25,660.25,668.25,191644
2024-10-15,666.4500122070312,687.8499755859375,661.0,685.2000122070312,169540
2024-10-16,654.75,666.3499755859375,648.4000244140625,664.0,138012
2024-10-17,644.9500122070312,664.5499877929688,641.0,664.5499877929688,110050
2024-10-18,640.6500244140625,646.1500244140625,626.0499877929688,644.0,85932
2024-10-21,627.5499877929688,647.4500122070312,624.0,641.7000122070312,207672
2024-10-22,607.4000244140625,637.0999755859375,601.5999755859375,633.7999877929688,276158
2024-10-23,610.2000122070312,631.0,605.0499877929688,617.6500244140625,169575
2024-10-24,624.3499755859375,630.0,609.0,612.25,167731
2024-10-25,599.5,630.0,591.0499877929688,630.0,240788
2024-10-28,638.0999755859375,655.0,577.1500244140625,602.5,425300
2024-10-29,642.7999877929688,647.5,614.5499877929688,635.0499877929688,178380
2024-10-30,624.4500122070312,643.5499877929688,622.3499755859375,637.0499877929688,448670
2024-10-31,617.4500122070312,629.2999877929688,601.25,624.4000244140625,344199
2024-11-01,624.2000122070312,628.0,618.8499755859375,618.9000244140625,38837
2024-11-04,626.25,634.8499755859375,616.25,629.7999877929688,106374
2024-11-05,619.6500244140625,633.7999877929688,616.0,630.0,71384
2024-11-06,622.5999755859375,627.0,620.0,627.0,107843
2024-11-07,617.2999877929688,630.4500122070312,615.0499877929688,622.0,106906
