Price,Close,High,Low,Open,Volume
Ticker,IZMO.NS,IZMO.NS,IZMO.NS,IZMO.NS,IZMO.NS
Date,,,,,
2007-02-05,232.79273986816406,240.1967189733582,230.8215469101897,240.1967189733582,8388
2007-02-06,237.45628356933594,237.45628356933594,235.58125204869094,235.58125204869094,9991
2007-02-07,242.2159881591797,242.2159881591797,242.2159881591797,242.2159881591797,6943
2007-02-08,240.43711853027344,247.07186477653943,237.40820785083162,247.07186477653943,43093
2007-02-09,235.62933349609375,238.22553212263048,235.62933349609375,237.69667331466246,182
2007-02-12,235.62933349609375,235.62933349609375,235.62933349609375,235.62933349609375,0
2007-02-13,235.62933349609375,235.62933349609375,235.62933349609375,235.62933349609375,0
2007-02-14,230.91769409179688,235.58124709708122,230.91769409179688,234.6196909864809,101
2007-02-15,226.44647216796875,226.44647216796875,226.44647216796875,226.44647216796875,150
2007-02-19,231.0138702392578,231.0138702392578,230.77348119634493,230.77348119634493,2025
2007-02-20,230.77346801757812,230.77346801757812,230.72538727730472,230.72538727730472,10
2007-02-21,226.30224609375,230.581168032909,226.30224609375,230.581168032909,121
2007-02-22,226.30224609375,226.30224609375,226.30224609375,226.30224609375,0
2007-02-23,226.30224609375,226.30224609375,226.30224609375,226.30224609375,0
2007-02-26,226.30224609375,226.30224609375,226.30224609375,226.30224609375,0
2007-02-27,221.78292846679688,221.78292846679688,221.78292846679688,221.78292846679688,5
2007-02-28,221.78292846679688,221.78292846679688,221.78292846679688,221.78292846679688,0
2007-03-01,221.78292846679688,221.78292846679688,221.78292846679688,221.78292846679688,0
2007-03-02,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,25
2007-03-05,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-06,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-07,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-08,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-09,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-12,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-13,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,25
2007-03-14,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-15,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-16,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,25
2007-03-19,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-20,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-21,217.35977172851562,217.35977172851562,217.35977172851562,217.35977172851562,0
2007-03-22,206.4941864013672,206.4941864013672,206.4941864013672,206.4941864013672,63
2007-03-23,196.20553588867188,196.20553588867188,196.20553588867188,196.20553588867188,505
2007-03-26,186.3976593017578,186.3976593017578,186.3976593017578,186.3976593017578,100
2007-03-28,177.8878936767578,192.31123640730573,177.8878936767578,192.31123640730573,26
2007-03-29,169.04156494140625,173.08009761805792,169.04156494140625,169.04156494140625,399
2007-03-30,177.4071044921875,177.4071044921875,161.54142848069105,168.27232133405317,308
2007-04-02,174.0416717529297,174.0416717529297,170.1954469628097,170.1954469628097,2
2007-04-03,174.0416717529297,174.0416717529297,174.0416717529297,174.0416717529297,0
2007-04-04,182.74374389648438,182.74374389648438,182.6956631559543,182.6956631559543,74
2007-04-05,182.74374389648438,182.74374389648438,182.6956631559543,182.6956631559543,74
2007-04-09,191.87852478027344,191.87852478027344,191.87852478027344,191.87852478027344,100
