Price,Close,High,Low,Open,Volume
Ticker,KALYANIFRG.NS,KALYANIFRG.NS,KALYANIFRG.NS,KALYANIFRG.NS,KALYANIFRG.NS
Date,,,,,
2007-12-20,230.59429931640625,254.88263321418717,219.29836948623247,235.7664306722136,22416
2007-12-24,219.0914764404297,233.94584726786016,211.51948145572078,233.94584726786016,1730
2007-12-26,220.2086944580078,224.84292972567758,216.81577085554153,224.84292972567758,722
2007-12-27,228.7737274169922,231.67012101656934,218.47083151096282,219.29837253941344,1246
2007-12-28,222.69131469726562,233.36658981892336,216.8157678459501,231.71150762162603,260
2007-12-31,225.1325225830078,235.0216477944893,224.26361462079788,235.0216477944893,500
2008-01-01,223.4360809326172,233.1596881583885,223.4360809326172,233.1596881583885,170
2008-01-02,225.96006774902344,253.97233661700326,223.43607771370634,253.97233661700326,889
2008-01-03,224.96702575683594,235.84918484895735,224.263610856377,235.02164384948733,270
2008-01-04,225.753173828125,235.84918409103366,223.436069138874,235.84918409103366,665
2008-01-07,227.4910125732422,235.8491816037948,220.12590283020847,235.80781465620933,463
2008-01-08,225.71185302734375,235.7664731433709,219.71217957382132,235.7664731433709,206
2008-01-09,211.06434631347656,235.0216570703712,198.65123062314007,235.0216570703712,698
2008-01-10,211.6436004638672,231.71146873854474,198.73395644038195,231.71146873854474,1318
2008-01-11,205.3129425048828,223.35332755218295,190.3344442338323,222.52578649029672,485
2008-01-14,219.25701904296875,219.25701904296872,207.71281088593463,207.71281088593463,75
2008-01-15,211.22982788085938,246.6072035592403,208.54031978835087,244.08321375885828,273
2008-01-16,207.0093994140625,211.8505198602157,202.83032699520246,211.02297876701175,241
2008-01-17,208.54034423828125,222.19477153959727,191.57575274270678,191.57575274270678,129
2008-01-18,205.23016357421875,219.2983602708386,205.23016357421875,219.2983602708386,311
2008-01-21,187.8518524169922,219.2984180198367,175.43873441586936,175.43873441586936,203
2008-01-22,173.9905242919922,182.05905038876708,150.61248713979822,166.33576876428265,189
2008-01-23,173.7836456298828,198.60988071986606,173.7836456298828,196.12725721086773,285
2008-01-24,179.57640075683594,198.6098441550259,166.3357444798342,198.44433847701816,167
2008-01-25,206.76113891601562,206.88526502412032,179.57641004093642,182.05903322122586,290
2008-01-28,186.90016174316406,201.92002759756468,167.99084263240013,167.99084263240013,172
2008-01-29,202.74757385253906,223.4361017966757,151.5227837137669,151.5227837137669,231
2008-01-30,182.1417999267578,182.1417999267578,182.1417999267578,182.1417999267578,100
2008-01-31,182.05902099609375,182.14178014745596,181.23147999156606,182.14178014745596,156
2008-02-01,170.63897705078125,197.78232841280544,166.50127143545058,166.50127143545058,20
2008-02-04,180.0315704345703,180.0315704345703,173.78363254844498,173.94913824446465,200
2008-02-05,190.83096313476562,191.12059491368908,176.05935096418207,176.05935096418207,32
2008-02-06,194.05841064453125,194.05841064453125,177.92135730735276,177.92135730735276,177
2008-02-07,179.24539184570312,194.47214172103637,179.24539184570312,184.54164937783452,155
2008-02-08,179.24539184570312,179.24539184570312,179.24539184570312,179.24539184570312,0
2008-02-11,182.05902099609375,182.05902099609375,159.71541387384588,178.74885697798294,85
2008-02-12,173.86636352539062,177.87992966916588,165.5495742190291,165.5495742190291,57
2008-02-13,161.3704833984375,173.61809184336317,158.2258252990647,158.2258252990647,154
